Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (Â°),date,tavg,tmin,tmax,wdir,wspd,wspd_m_s,riesgo_score,riesgo_operativo,viento_oeste
2018-08-26,111.02672791636223,3.214289481855096,142.6833273370064,62.10710934963484,2018-08-26,1.7,-3.3,8.0,168.0,11.5,3.194444444444444,2.8974625780019467,Bajo,0
2018-08-27,464.2467603948374,5.418141806291204,557.503929942741,52.63225057389996,2018-08-27,2.6,-0.3,6.2,302.0,22.0,6.111111111111111,4.503107305996944,Bajo,0
2018-08-28,1952.1739535596607,9.371960371732689,2217.9942429010835,50.75391423702236,2018-08-28,1.4,-0.2,6.3,295.0,31.7,8.805555555555555,7.404287334150724,Bajo,0
2018-08-29,1502.285997708636,8.30793194969494,1769.7832948045575,34.505149914158665,2018-08-29,1.8,-0.6,4.0,261.0,37.9,10.527777777777777,7.150314725372518,Bajo,0
2018-08-30,1190.8373187846591,7.500581189990031,1379.3912054988862,36.341285358700446,2018-08-30,2.3,-2.0,10.0,257.0,21.2,5.888888888888888,5.878126491771797,Bajo,0
2018-08-31,2546.099897596569,10.884942442178698,2824.999527624606,58.0171158181296,2018-08-31,0.4,-5.9,10.0,297.0,16.2,4.5,8.020965465307219,Bajo,0
2018-09-01,2642.8653407626653,11.30776907006896,2868.072804640377,65.486388431655,2018-09-01,3.1,-5.9,7.2,342.0,18.5,5.138888888888888,8.402439219819154,Bajo,0
2018-09-02,2688.1101163228323,11.117646439207888,2926.527628526587,61.220539013544666,2018-09-02,3.9,0.2,8.0,296.0,39.4,10.944444444444445,8.839476752413622,Bajo,0
2018-09-03,1618.8126982961428,8.261739449368566,1798.6971521380171,62.09266926182636,2018-09-03,4.2,2.0,8.3,326.0,39.0,10.833333333333334,6.923710336287806,Bajo,0
2018-09-04,109.16730273928891,3.533818281773059,158.89726534555098,66.17135072416721,2018-09-04,2.9,-0.5,6.8,266.0,40.8,11.333333333333332,4.436957635730502,Bajo,0
2018-09-05,487.0105828940857,4.884982072644758,584.6393211611517,42.16674231882718,2018-09-05,4.3,-0.4,9.0,318.0,21.9,6.083333333333333,4.187655910253521,Bajo,0
2018-09-06,246.23108308871696,4.335240619165909,343.99447178218867,249.7407191866758,2018-09-06,3.8,1.0,8.8,31.0,12.2,3.3888888888888884,3.178922149277323,Bajo,1
2018-09-07,300.593254892155,4.455934833321302,352.8850026381209,264.16357919904874,2018-09-07,3.9,-0.6,9.0,286.0,16.7,4.638888888888888,3.6613386777705585,Bajo,1
2018-09-08,442.35171143793326,4.935628492799065,549.5916616386106,143.01870704359453,2018-09-08,2.8,-2.8,9.6,314.0,26.7,7.416666666666666,4.724710429012773,Bajo,0
2018-09-09,644.0563133462429,6.110813520020903,764.2033059239884,54.69351456562673,2018-09-09,4.9,0.0,11.0,333.0,19.6,5.444444444444445,4.755377000901431,Bajo,0
2018-09-10,426.8996595755964,5.319502508474716,512.4598182412104,77.16427812316549,2018-09-10,3.6,0.7,10.8,26.0,13.7,3.8055555555555554,3.8828126161959404,Bajo,0
2018-09-11,244.36761675292556,3.981228315995794,296.941394099885,149.08934727725034,2018-09-11,4.7,-0.8,10.3,300.0,27.1,7.527777777777778,3.974292545153032,Bajo,0
2018-09-12,914.720276719249,5.996218720244025,1013.1884725544098,45.44398093223566,2018-09-12,5.4,1.5,10.7,307.0,37.8,10.499999999999998,5.547731232146415,Bajo,0
2018-09-13,1792.978073808695,8.668881234589135,1893.065049619896,92.75180183090518,2018-09-13,8.2,3.2,12.0,300.0,38.9,10.805555555555555,7.042439851864591,Bajo,0
2018-09-14,886.5421352312532,6.350392269071674,991.4873807205024,232.80033372686196,2018-09-14,5.4,2.0,12.6,324.0,24.0,6.666666666666666,4.943568694776337,Bajo,1
2018-09-15,91.0413537768438,3.148160239060714,114.68903616393176,220.82131401697765,2018-09-15,4.3,1.0,8.1,276.0,41.2,11.444444444444445,4.077785032325318,Bajo,0
2018-09-16,1004.3238061418122,6.289900543789055,1111.0852899746328,123.8785156408944,2018-09-16,2.8,-2.0,6.0,133.0,14.6,4.055555555555555,4.785051437384544,Bajo,0
2018-09-17,2836.8350143432594,11.096484455797372,3004.061382673389,51.46676120493143,2018-09-17,3.8,-1.0,7.0,159.0,20.2,5.611111111111111,7.880112895700645,Bajo,0
2018-09-18,2696.9776208665608,10.679965102010271,2858.362845545982,50.33107679420042,2018-09-18,1.2,-2.7,6.0,289.0,15.4,4.277777777777778,7.5335346167617185,Bajo,0
2018-09-19,2908.224897596569,10.993915680381944,3182.143269925924,59.63184081183535,2018-09-19,1.1,-4.1,8.0,290.0,11.9,3.3055555555555554,7.667460519340278,Bajo,0
2018-09-20,2288.6357036166696,9.865736130211063,2541.2125219833524,54.234606809086216,2018-09-20,3.2,0.5,5.0,128.0,12.2,3.3888888888888884,6.547219455904416,Bajo,0
2018-09-21,1128.295406712424,7.011520972578884,1255.5621443956263,66.21137536896592,2018-09-21,1.1,-2.6,6.0,188.0,13.1,3.638888888888889,5.194690361325108,Bajo,0
2018-09-22,152.70388525579511,4.197768626113728,218.18883198760923,72.55431330204,2018-09-22,-0.3,-5.3,5.5,228.0,10.1,2.8055555555555554,3.6097722867793482,Bajo,0
2018-09-23,464.6841206345699,5.501882157391966,581.9503761102583,55.94848503006825,2018-09-23,1.4,-4.0,6.0,212.0,12.5,3.4722222222222223,4.395573738879625,Bajo,0
2018-09-24,1129.070308218223,7.067443312870121,1316.028944371457,187.40568789141216,2018-09-24,1.8,-5.0,10.0,238.0,13.2,3.6666666666666665,5.473799321055406,Bajo,0
2018-09-25,3170.497720506454,11.822273764345336,3266.250210869414,35.77377674314706,2018-09-25,1.4,-5.3,9.6,254.0,12.1,3.3611111111111107,8.295586480829424,Bajo,0
2018-09-26,3586.202850341794,14.551750679810796,3593.325328035401,45.38758785194816,2018-09-26,1.0,-7.0,8.6,300.0,13.6,3.7777777777777777,10.186605963442034,Medio,0
2018-09-27,3029.41048092312,11.823466999663204,3123.4557791897905,50.88204356034592,2018-09-27,2.0,-4.0,10.2,331.0,22.5,6.25,8.744080199797923,Bajo,0
2018-09-28,2101.7376092993454,9.030376025872611,2283.4772325908425,82.36043592940916,2018-09-28,4.6,0.3,8.2,333.0,12.1,3.3611111111111107,6.060447837745789,Bajo,0
2018-09-29,,,,,2018-09-29,3.6,1.8,8.5,194.0,15.4,4.277777777777778,,Alto,0
2018-09-30,,,,,2018-09-30,0.8,-5.0,4.2,217.0,17.0,4.722222222222222,,Alto,0
2018-10-01,,,,,2018-10-01,1.8,-3.0,9.0,275.0,22.2,6.166666666666666,,Alto,0
2018-10-02,0.0,2.1993082870136558,6.207335139626591,260.14204545454515,2018-10-02,3.6,-0.5,9.5,253.0,27.2,7.555555555555555,2.8806960833193043,Bajo,1
2018-10-03,223.58290472186957,4.116369874262415,285.9012106209628,256.76775622758663,2018-10-03,4.2,-2.0,11.0,243.0,25.5,7.083333333333333,4.086488591224116,Bajo,1
2018-10-04,1064.799348087359,6.718809487091159,1202.7047175250327,89.70008937517792,2018-10-04,2.3,-5.3,11.0,275.0,17.0,4.722222222222222,5.50573013669914,Bajo,0
2018-10-05,3349.6770968966985,12.182169901000082,3403.2363663116794,61.43749027782011,2018-10-05,7.3,-0.8,12.6,279.0,27.4,7.611111111111111,8.911524162822271,Bajo,0
2018-10-06,1756.3961618095611,8.389405637979488,1860.4945863113708,73.03405282232487,2018-10-06,6.2,3.9,12.6,321.0,20.9,5.805555555555555,5.8047544938988045,Bajo,0
2018-10-07,218.7617394063205,4.065636702709723,237.69109352271695,87.01083784633188,2018-10-07,6.6,3.0,10.0,286.0,33.3,9.249999999999998,3.9893820216258336,Bajo,0
2018-10-08,575.0105243458715,5.612194312529424,696.8194262660337,57.01980712678692,2018-10-08,4.2,-1.0,11.0,344.0,19.0,5.277777777777778,4.52287214307321,Bajo,0
2018-10-09,2959.854536268444,11.22391304373737,3147.9546243519944,49.35466286871164,2018-10-09,4.7,-0.5,9.1,200.0,17.9,4.972222222222221,7.778792270686867,Bajo,0
2018-10-11,991.6445715089128,6.36823910681737,1101.9977729587315,56.65145486593239,2018-10-11,6.7,3.0,13.6,290.0,28.9,8.027777777777777,5.126499019645977,Bajo,0
2018-10-12,2403.453175438772,9.84935140609739,2601.7969331461827,54.09218668937678,2018-10-12,7.8,3.0,11.7,292.0,38.0,10.555555555555555,7.720721954769545,Bajo,0
2018-10-13,1975.3362346225283,8.830847707059634,2063.752652550665,39.76740537749392,2018-10-13,5.9,1.6,11.0,272.0,44.7,12.416666666666668,7.621841957569114,Bajo,0
2018-10-14,1196.286162270438,7.306262153718198,1259.9382256924428,44.679316328631465,2018-10-14,5.1,-1.0,12.0,286.0,25.0,6.944444444444445,5.872646181119808,Bajo,0
2018-10-15,1057.083826833299,7.069845068785874,1152.7077845534493,55.814845853381634,2018-10-15,3.6,1.0,12.0,5.0,33.2,9.222222222222223,5.98635148571597,Bajo,0
2018-10-16,1334.4473434592685,7.613746320207903,1508.8120391853463,52.46598431799143,2018-10-16,4.4,1.0,9.0,223.0,25.9,7.194444444444444,5.907136681013631,Bajo,0
2018-10-17,1168.5948732418713,7.33872438139385,1293.8879778180674,60.519747098286885,2018-10-17,4.2,0.8,9.0,158.0,25.8,7.166666666666667,5.756567962169643,Bajo,0
2018-10-18,298.86570028210434,4.551795275674921,343.09767139690325,91.14440062310946,2018-10-18,5.0,-3.0,15.0,268.0,14.9,4.138888888888889,3.858854943182731,Bajo,0
2018-10-19,12.53804849336541,1.9749626918799303,18.528717000130328,117.78262084060223,2018-10-19,3.3,-4.0,14.9,0.0,10.6,2.944444444444444,2.173866504016847,Bajo,0
2018-10-20,313.8437941815285,4.229464565300274,346.9231662076351,51.60083771248651,2018-10-20,4.8,-2.4,12.1,357.0,17.7,4.916666666666666,3.7610120725134975,Bajo,0
2018-10-21,706.9915892018203,6.377970842851528,810.030048399853,31.23489478064903,2018-10-21,5.2,0.9,12.6,92.0,18.3,5.083333333333333,4.753449172377583,Bajo,0
2018-10-22,1530.330498165552,8.317413048611739,1751.3487872468218,59.14812366167699,2018-10-22,5.4,-2.2,14.0,277.0,15.5,4.305555555555555,6.0715589402781545,Bajo,0
2018-10-23,1207.720276753106,6.999530392388485,1407.2134895383049,111.7323007848526,2018-10-23,5.9,0.0,11.0,45.0,17.5,4.861111111111111,5.171940457655313,Bajo,0
2018-10-24,1910.7331456608215,9.222414667407651,2069.611501356604,246.74882019890637,2018-10-24,6.0,3.6,10.8,78.0,16.8,4.666666666666667,6.106782133777924,Bajo,1
2018-10-25,2024.1888502492525,8.991821052299585,2100.5817659627915,259.6436619765458,2018-10-25,5.1,-1.0,10.3,41.0,13.4,3.7222222222222223,6.239537075824195,Bajo,1
2018-10-26,2019.9627202351865,9.07898165451154,2193.3677209195075,205.72695668538364,2018-10-26,5.9,3.6,8.6,30.0,14.9,4.138888888888889,5.915166770484702,Bajo,0
2018-10-27,2588.543257395424,12.146785090366969,2737.7502451049154,193.816664271884,2018-10-27,9.0,5.5,13.3,300.0,26.8,7.444444444444445,8.226959943109069,Bajo,0
2018-10-28,2153.8459275563537,10.20556636651355,2285.462677484022,201.4386174943708,2018-10-28,9.3,5.0,16.2,313.0,27.0,7.5,7.1233398199081295,Bajo,0
2018-10-29,610.5979996836834,5.793611295521254,765.813172788907,191.7451816134978,2018-10-29,8.3,2.0,16.6,295.0,29.6,8.222222222222223,4.920611221757198,Bajo,0
2018-10-30,1523.5471133801236,8.23482997475129,1822.7460137992896,201.53845879339357,2018-10-30,7.3,2.8,13.4,268.0,35.1,9.75,6.610897984850774,Bajo,0
2018-10-31,360.7617208140708,3.743140798348641,454.8028496974003,194.27156354830785,2018-10-31,7.7,1.4,15.0,303.0,30.1,8.36111111111111,3.778106701231407,Bajo,0
2018-11-01,1052.7203641401384,7.103194317883903,1321.899412274517,70.87952346271932,2018-11-01,6.2,-0.6,15.5,325.0,14.7,4.083333333333333,5.138583257397008,Bajo,0
2018-11-03,2714.9430720011364,10.793648219770825,2940.069477329125,60.58771639400053,2018-11-03,7.6,4.9,13.6,18.0,33.5,9.305555555555555,7.847300042973606,Bajo,0
2018-11-04,1448.390089988707,7.984599037302851,1605.4802444971488,79.2416666083865,2018-11-04,9.9,6.1,15.0,331.0,25.3,7.027777777777778,5.586314977937266,Bajo,0
2018-11-05,2873.7996292114235,11.001594106356263,3092.2262002380803,62.90604435073,2018-11-05,7.0,2.6,15.6,262.0,37.8,10.499999999999998,8.440956463813757,Bajo,0
2018-11-06,2683.80467393663,10.5873004297415,3017.7506994606765,61.274644480811176,2018-11-06,6.8,1.6,12.0,274.0,49.0,13.61111111111111,8.914602480067122,Bajo,0
2018-11-07,1487.1338134341747,8.135541326469834,1667.633032342911,62.7545329464806,2018-11-07,6.6,3.0,12.2,316.0,30.9,8.583333333333332,6.297991462548567,Bajo,0
2018-11-08,1105.2472989824062,7.381592025359467,1257.0125655413383,66.61109595828582,2018-11-08,7.4,2.0,11.5,256.0,39.3,10.916666666666666,6.4122885485490135,Bajo,0
2018-11-09,797.1914372709048,6.512810370988311,885.9116463729046,59.649652322133335,2018-11-09,7.3,2.0,14.0,248.0,22.5,6.25,4.9576862225929865,Bajo,0
2018-11-11,,,,,2018-11-11,10.2,3.0,17.0,270.0,23.3,6.472222222222222,,Alto,0
2018-11-12,,,,,2018-11-12,12.4,8.4,17.2,284.0,37.6,10.444444444444445,,Alto,0
2018-11-13,,,,,2018-11-13,11.0,4.0,18.0,302.0,34.5,9.583333333333334,,Alto,0
2018-11-14,514.3180953131773,7.17180011669794,1178.9596013796804,38.79649435149294,2018-11-14,11.8,7.5,18.7,287.0,33.7,9.361111111111112,5.425302292240986,Bajo,0
2018-11-15,888.8688921586909,5.5136354029592445,902.6058189385072,102.34099945653624,2018-11-15,7.2,1.5,17.5,270.0,41.1,11.416666666666666,5.441514575108879,Bajo,0
2018-11-16,2281.160168753728,9.346846593750826,2299.385979281225,70.22316070009636,2018-11-16,7.3,3.0,13.9,264.0,43.5,12.083333333333332,7.724774622917162,Bajo,0
2018-11-17,1533.559295654294,7.871060041917685,1559.9411469906636,73.7018547323014,2018-11-17,7.7,0.3,15.0,282.0,28.2,7.833333333333333,6.259302691817277,Bajo,0
2018-11-18,1402.3597322305022,7.92789043817254,1430.1755906490655,120.62797127829634,2018-11-18,9.9,6.0,15.0,286.0,47.8,13.277777777777777,6.81228981845908,Bajo,0
2018-11-19,2545.735561370848,12.617582745022217,2627.3064121840507,201.50614897410023,2018-11-19,9.0,6.0,15.0,293.0,45.7,12.694444444444445,9.50943853590222,Bajo,0
2018-11-20,1500.0169799592743,8.107938889000133,1737.7606651587994,204.5942181481251,2018-11-20,7.3,3.9,14.6,280.0,34.9,9.694444444444445,6.413652222288969,Bajo,0
2018-11-22,1712.2866694318736,7.35950607164864,1763.195820270981,95.18502112229648,2018-11-22,5.7,-2.0,14.0,304.0,28.5,7.916666666666666,6.199036976322517,Bajo,0
2018-11-23,1956.2252580854604,8.722701152165717,1994.9963267996452,43.83693944083316,2018-11-23,11.6,7.5,16.2,300.0,45.6,12.666666666666666,7.0169540246327635,Bajo,0
2018-11-24,894.6338853571137,5.802364723136019,944.3603648446892,102.66931189431068,2018-11-24,10.9,5.8,16.4,294.0,43.6,12.11111111111111,5.323641056103834,Bajo,0
2018-11-25,1288.5178139143509,6.263844379120382,1337.440658528052,207.4965657128224,2018-11-25,10.9,5.0,16.7,278.0,41.5,11.527777777777777,5.563862183027784,Bajo,0
2018-11-26,3601.720531887476,18.008666992187454,3600.0,193.80322986178876,2018-11-26,11.1,3.8,16.0,277.0,40.6,11.277777777777779,12.680755750868027,Medio,0
2018-11-27,3467.472666422524,15.366260538498514,3494.342871554348,192.79875310262003,2018-11-27,11.3,5.5,18.0,263.0,36.0,10.0,10.669756323099108,Medio,0
2018-11-28,3029.62094542715,12.083565291431178,3059.6632979124133,118.2985401646128,2018-11-28,9.7,1.6,17.6,324.0,22.1,6.138888888888889,8.317916952636484,Bajo,0
2018-11-29,3581.2621019151447,15.167111191484617,3593.194288834276,32.80901324748988,2018-11-29,10.3,7.0,15.2,303.0,18.6,5.166666666666667,9.433600048224104,Bajo,0
2018-11-30,2042.4518340428651,11.88396612140864,2712.2584744525466,32.44917890760629,2018-11-30,9.1,2.3,15.6,243.0,29.9,8.305555555555555,8.561490783956295,Bajo,0
2018-12-03,229.6877211779092,3.626130457967515,257.88638196196433,123.26215261883164,2018-12-03,8.7,7.0,20.5,38.0,28.1,7.805555555555555,3.0367893858916197,Bajo,0
2018-12-04,901.688137305042,6.793144716833624,1027.5222462052077,80.60884436725685,2018-12-04,7.9,3.3,13.2,295.0,25.4,7.055555555555555,5.156997941211285,Bajo,0
2018-12-05,1543.9145465426964,11.45745247602459,2902.987524926388,32.0688903662893,2018-12-05,9.2,2.4,15.0,263.0,22.7,6.305555555555555,7.895582596725864,Bajo,0
2018-12-06,3120.0492808024064,14.059284084373008,3416.0536286741376,20.23768976661889,2018-12-06,12.2,7.0,21.0,281.0,41.2,11.444444444444445,10.024459339512696,Medio,0
2018-12-07,1036.082331749713,5.856930048515389,982.5176062803492,76.91189221541072,2018-12-07,13.3,6.5,21.2,259.0,39.0,10.833333333333334,5.0308246957759,Bajo,0
2018-12-08,1739.9555233808012,8.308105982840036,1769.3684452517698,192.35503927866569,2018-12-08,11.8,4.5,18.6,277.0,34.5,9.583333333333334,6.451530256370688,Bajo,0
2018-12-09,3546.339135064017,13.955405169063091,3569.160391336024,198.0558265050248,2018-12-09,11.6,7.0,18.0,278.0,39.4,10.944444444444445,9.862131990326745,Bajo,0
2018-12-10,2046.0069448881652,8.878665488627197,2132.737342904821,185.401214877764,2018-12-10,11.1,9.0,17.6,330.0,22.2,6.166666666666666,5.660532626509651,Bajo,0
2018-12-11,826.4268009873715,5.458442689643958,867.3650316517364,202.19944947295687,2018-12-11,10.3,5.6,14.6,264.0,27.9,7.749999999999999,4.265065613786375,Bajo,0
2018-12-12,297.10232064805683,5.91776184075408,673.9747706445748,201.3523685894903,2018-12-12,12.9,7.6,18.0,313.0,32.9,9.138888888888888,4.6184348822302255,Bajo,0
2018-12-13,1984.703002929685,9.231468937463212,2117.239498985752,186.6458394262521,2018-12-13,12.6,9.0,18.3,319.0,22.7,6.305555555555555,5.899992473589038,Bajo,0
2018-12-14,1532.826214048595,8.24660852882596,1713.9559156214298,197.6862462361649,2018-12-14,8.6,0.5,17.7,302.0,32.9,9.138888888888888,6.725742895073353,Bajo,0
2018-12-15,2418.399922688799,10.988332473569423,2506.399739990157,182.6854487525088,2018-12-15,14.4,9.0,21.9,296.0,44.3,12.305555555555554,8.154110595252764,Bajo,0
2018-12-16,623.8222516717173,5.269568493382789,718.5324516454315,134.69303707943988,2018-12-16,8.2,2.4,22.3,250.0,34.3,9.527777777777777,4.827296651585229,Bajo,0
2018-12-17,8.177609013087702,1.978894040878135,14.778259422978618,150.72177166725243,2018-12-17,10.2,6.0,14.0,255.0,52.5,14.583333333333332,3.5040030911935474,Bajo,0
2018-12-18,1713.3906666773044,8.2527770495249,1708.2248135208804,47.01607151826217,2018-12-18,11.4,6.5,19.0,282.0,34.1,9.472222222222223,6.196110674159384,Bajo,0
